ID;FIO;ShopID;DateOfPurchase
10205;Белозеров Клавдий Харлампьевич;718;2022-06-08
10206;Харитон Григорьевич Вишняков;338;2021-10-18
10207;Рыбакова Жанна Болеславовна;747;2021-09-07
10208;Лидия Степановна Овчинникова;388;2021-07-29
10209;Миронова Октябрина Дмитриевна;457;2021-08-13
10210;Лука Федотович Власов;241;2021-10-21
10211;Данила Афанасьевич Зимин;604;2021-03-06
10212;Нонна Тимуровна Филатова;456;2021-01-05
10213;Казаков Орест Арсенович;335;2022-05-02
10214;Прохорова Наина Ниловна;234;2022-01-10
10215;Никон Тихонович Герасимов;697;2021-03-04
10216;Филимон Ануфриевич Силин;746;2022-05-15
10217;Ростислав Викентьевич Яковлев;518;2022-06-27
10218;Людмила Эльдаровна Баранова;107;2021-05-02
10219;Романова Анастасия Даниловна;121;2022-02-16
10220;Маслова Ульяна Евгеньевна;634;2022-01-19
10221;Зыкова Регина Борисовна;696;2022-01-07
10222;Маргарита Ильинична Колобова;42;2022-02-21
10223;Ульяна Геннадиевна Галкина;712;2021-07-24
10224;Михаил Евсеевич Орехов;610;2022-02-22
10225;Маргарита Дмитриевна Исаева;722;2022-04-17
10226;Кулаков Федосий Григорьевич;408;2021-12-27
10227;Влас Антонович Киселев;947;2021-10-28
10228;Гостомысл Августович Белоусов;128;2021-03-10
10229;Владимир Яковлевич Фролов;982;2021-02-23
10230;Соболев Святослав Адрианович;107;2021-05-05
10231;Селезнева Иванна Ефимовна;250;2021-03-13
10232;Константин Фёдорович Матвеев;330;2021-01-14
10233;Силантий Елизарович Медведев;192;2021-03-19
10234;Феоктист Бенедиктович Рожков;457;2021-02-09
10235;Глафира Леонидовна Брагина;23;2022-06-23
10236;Полина Натановна Андреева;706;2022-05-07
10237;Аникита Филиппович Калашников;980;2022-04-21
10238;Арефий Архипович Виноградов;242;2021-07-31
10239;Дорофей Адамович Белоусов;318;2021-11-18
10240;Ипат Феофанович Стрелков;231;2022-02-09
10241;Никонова Екатерина Оскаровна;11;2022-04-04
10242;Нина Ниловна Быкова;596;2022-06-21
10243;Жанна Кузьминична Белозерова;91;2021-12-02
10244;Кононова Вероника Львовна;297;2021-03-24
10245;Варвара Кирилловна Горбунова;289;2021-08-16
10246;Васильев Аггей Филиппович;268;2022-02-10
10247;Сигизмунд Всеволодович Захаров;739;2022-01-03
10248;Адриан Артурович Кулаков;168;2021-09-03
10249;Овчинников Евдоким Авдеевич;838;2021-05-04
10250;Нестор Федотович Блинов;720;2021-12-25
10251;Воронцова Маргарита Матвеевна;763;2021-04-01
10252;Елисеев Демьян Вилорович;753;2021-06-06
10253;Кулагина Мария Геннадьевна;153;2022-05-13
10254;Поляков Тихон Анисимович;931;2021-10-09
10255;Роман Фадеевич Титов;939;2021-08-16
10256;Василиса Аркадьевна Носова;799;2021-10-19
10257;Олимпиада Юрьевна Кононова;716;2021-05-13
10258;Лукия Захаровна Воробьева;652;2021-06-15
10259;Ульяна Геннадиевна Исаева;154;2022-02-18
10260;Кононов Иннокентий Августович;455;2021-01-26
10261;Вениамин Демидович Силин;592;2022-02-09
10262;Нина Робертовна Михайлова;642;2022-04-12
10263;Калинина Ксения Альбертовна;159;2022-05-24
10264;Виктория Архиповна Анисимова;746;2021-03-12
10265;Нонна Максимовна Артемьева;170;2021-01-04
10266;Меркушева Юлия Максимовна;4;2021-04-27
10267;Федорова Полина Львовна;37;2022-04-03
10268;Соболев Эмиль Елисеевич;783;2021-09-07
10269;Никифоров Фортунат Феофанович;316;2021-10-30
10270;Корнилова Варвара Станиславовна;671;2021-07-13
10271;Горшкова Анна Игоревна;701;2022-01-01
10272;Алевтина Аскольдовна Зыкова;690;2021-12-21
10273;Рыбаков Авдей Абрамович;332;2021-05-20
10274;Викторин Терентьевич Козлов;840;2022-02-23
10275;Евфросиния Болеславовна Родионова;773;2021-11-16
10276;Мамонтова Варвара Тарасовна;129;2021-10-22
10277;Степанова Антонина Максимовна;435;2021-03-05
10278;Фока Федотович Крюков;394;2021-09-16
10279;Владимир Вячеславович Осипов;687;2022-05-29
10280;Муравьев Сократ Яковлевич;956;2021-05-17
10281;Прасковья Романовна Ситникова;387;2022-04-29
10282;Сазонова Лариса Кузьминична;992;2021-02-18
10283;Ия Ефимовна Горшкова;356;2021-02-27
10284;Анна Рудольфовна Рогова;49;2022-04-27
10285;Виктория Вадимовна Хохлова;21;2021-11-21
10286;Орлова Маргарита Федоровна;8;2022-03-26
10287;Надежда Филипповна Зуева;418;2021-06-10
10288;Людмила Рубеновна Абрамова;540;2021-01-13
10289;Клавдий Гордеевич Афанасьев;623;2022-01-10
10290;Гришин Ратибор Алексеевич;562;2021-07-12
10291;Геннадий Филатович Баранов;393;2022-01-11
10292;Харлампий Иосипович Артемьев;904;2021-05-28
10293;Артемьев Любомир Демьянович;864;2021-03-11
10294;Октябрина Егоровна Иванова;390;2021-02-13
10295;Новикова Елизавета Ильинична;564;2022-03-31
10296;г-жа Анисимова Мария Макаровна;488;2021-10-05
10297;Поляков Тимур Данилович;478;2021-05-22
10298;Фома Матвеевич Кононов;18;2022-03-27
10299;Нестерова Нинель Михайловна;870;2022-02-11
10300;Федотов Руслан Глебович;785;2021-11-29
10301;Маслова Вероника Никифоровна;260;2021-10-18
10302;Аристарх Витальевич Капустин;439;2021-03-11
10303;Евгения Станиславовна Комиссарова;572;2022-06-25
10304;Панфилов Софрон Ааронович;158;2021-06-20
10305;Аверьян Васильевич Данилов;976;2021-08-22
10306;Матвеева Клавдия Владиславовна;815;2021-05-11
10307;Боброва Агата Геннадиевна;231;2022-02-03
10308;Устинов Елизар Антонович;53;2021-03-06
10309;Глафира Романовна Никонова;85;2021-07-01
10310;Крюкова София Кирилловна;322;2021-06-07
10311;Валерия Николаевна Комиссарова;813;2022-05-21
10312;Мамонтова Евфросиния Ивановна;868;2021-01-21
10313;Вышеслав Давидович Владимиров;623;2021-06-25
10314;Фролова Майя Наумовна;396;2022-05-05
10315;Емельянов Фортунат Якубович;496;2021-07-04
10316;Юлия Станиславовна Козлова;14;2021-01-17
10317;Морозова Алина Максимовна;431;2022-05-24
10318;Филимон Фролович Авдеев;845;2021-01-16
10319;Красильникова Лукия Кузьминична;766;2021-12-01
10320;Фокина Ульяна Станиславовна;329;2021-01-27
10321;Анна Тимофеевна Ларионова;102;2021-11-02
10322;Валерия Руслановна Самсонова;811;2021-08-18
